ID,Movie Name,Year,Timing(min),Rating(10),Genre,Language,Votes
tt0326003,Pratheeksha,1979,-,-,-,malayalam,-
tt1833077,Seetaram Radheshyam,1973,-,-,-,hindi,-
tt0377496,Bhago Bhoot Aayaa,1985,-,6,"Comedy, Horror, Thriller            ",hindi,42
tt3648116,State Express,1961,-,-,Action            ,hindi,-
tt2335908,Swami Ayyappan,2012,90 min,7.5,"Animation, Action, Adventure            ",tamil,34
tt10189704,Vazhndu Kattuvom,1975,-,-,Drama            ,tamil,-
tt2404801,Kumki,2012,148 min,7.1,Drama            ,tamil,1326
tt0491772,Ganesh,1998,-,7.2,"Action, Drama, Thriller            ",telugu,236
-,Dusty to Meet Rusty,2021,-,-,"Adventure, Drama            ",hindi,-
tt2658126,Commando,2013,124 min,6.2,"Action, Adventure, Thriller            ",hindi,4661
tt0275400,Hero Boy,1985,-,-,-,malayalam,-
tt0233573,Dil Ki Pyaas,1935,-,-,-,hindi,-
tt4829728,Kalkijug,2015,116 min,6.5,Thriller            ,bengali,38
tt1611155,Shalimar,1956,-,-,Drama            ,urdu,-
tt1781852,Malayali,2009,-,5,Drama            ,malayalam,12
tt5953594,Babu Bangaram,2016,150 min,5.3,"Action, Comedy            ",telugu,342
tt0245871,Donga,1985,146 min,7.1,"Action, Drama            ",telugu,88
tt0156608,Hira Aur Patthar,1977,125 min,5.9,Family            ,hindi,14
tt0263486,Jatakaphalam,1953,-,-,Drama            ,tamil,-
tt0117630,Shikaar,1996,-,5.7,"Action, Thriller            ",hindi,18
tt3743598,Ichadhari Shaitan,2000,-,-,Horror            ,hindi,-
tt5836826,Darpan Bishorjon,2016,-,6.6,Drama            ,bengali,10
tt1566647,Vanmala,1941,-,-,-,hindi,-
tt2404679,Vasl,2010– ,40 min,7.6,Drama            ,oriya,31
tt3531212,Jan Jan Pakistan,1997,-,-,-,urdu,-
tt0300908,Afanta,1999,-,6.5,-,nepali,6
tt5637188,Saat Uchakkey,2016,139 min,5.7,Comedy            ,hindi,737
tt2826126,Shree,2013,109 min,6.3,"Sci-Fi, Thriller            ",hindi,269
-,Agent,2021,-,-,Action            ,telugu,-
tt8396460,Abhishekam,1998,-,7.6,Drama            ,telugu,7
tt0969659,Chashman,2006– ,50 min,6.4,Drama            ,urdu,7
-,Ultimate Date,2021– ,-,-,Romance            ,assamese,-
tt0319850,Menamama,1988,-,-,-,telugu,-
tt2988328,Thillu Mullu,2013,140 min,4.2,Comedy            ,tamil,225
tt0154265,Bullet,1976,124 min,6.9,"Action, Crime, Thriller            ",hindi,75
-,Dancing with Demons,,-,-,"Action, Romance            ",hindi,-
tt0257893,Makane Ninakku Vendi,1971,-,-,-,malayalam,-
tt1649436,Viyyalavari Kayyalu,2007,128 min,4.9,Drama            ,telugu,23
tt10157184,Marumagan,1995,-,3.6,Drama            ,tamil,5
tt6227030,Hidden in the Lights,2016,39 min,-,"Short, Thriller            ",malayalam,-
tt0247752,Tallichina Ajna,1961,-,-,-,telugu,-
tt13906460,Putra,2011,-,-,Drama            ,kannada,-
tt0319562,Iniya Uravu Poothathu,1987,-,-,-,tamil,-
tt13188672,Koudi,2016,124 min,-,Drama            ,kannada,-
tt10500478,Aadhaar,2019,107 min,7.3,Drama            ,hindi,61
tt4079840,Prameela,2000,53 min,-,Thriller            ,hindi,-
tt13634294,Bubbly,2020,2 min,-,"Short, Comedy            ",urdu,-
tt0246646,Ghabraiche Nahin,1990,-,-,-,marathi,-
tt2006233,Sher Khan,1998,-,6,Action            ,hindi,7
tt2659244,Kalpitham,2006,25 min,-,"Short, Horror            ",malayalam,-
tt4885362,Chiranjeevi Fans,2005,-,-,Drama            ,hindi,-
tt0264732,Jogidas Khuman,1962,-,-,-,gujarati,-
tt0254720,Puthiya Aakasham Puthyiya Bhumi,1962,-,-,-,malayalam,-
tt3322620,Poimugangal,1986,-,-,Family            ,tamil,-
tt1445722,Pudhiya Vanam,1988,-,7.1,-,tamil,9
tt9095294,Wonder Boys,2018,144 min,-,"Crime, Thriller            ",malayalam,-
tt1579519,Allari Alludu,1993,-,7.5,Drama            ,telugu,91
tt13829314,Aradhana,2019–2020,-,-,Drama            ,assamese,-
tt1579677,Public Rowdy,1992,-,-,Drama            ,telugu,-
tt10187686,Thamaasha,2019,120 min,7.8,"Comedy, Drama            ",malayalam,987
tt13677930,Hawas Ki Inteha,2016,116 min,-,Romance            ,hindi,-
-,Laabam,2021,-,-,Drama            ,tamil,-
tt11899044,Fight back,2014,-,-,Action            ,punjabi,-
tt1192583,Maa Putter,1970,-,-,-,punjabi,-
tt4697376,AranyaDeb,2017,90 min,6.4,Fantasy            ,bengali,46
tt3779706,Jai Mahalaxmi Maa,1997,-,6.7,Drama            ,hindi,7
tt3143526,Pratibimba,2013,28 min,-,"Short, Drama, Romance            ",nepali,-
tt1579978,Naa Manasukemaindi,2008,-,-,Action            ,telugu,-
tt5074352,Dangal,2016,161 min,8.4,"Action, Biography, Drama            ",hindi,161162
tt5093808,Gothalo,1996,138 min,8.6,"Drama, Romance            ",nepali,9
tt6543202,Trayodash Ki Kahaani,2016,-,-,Animation            ,hindi,-
tt4145934, Humsafar,2011–2012,39 min,8.2,"Drama, Romance            ",oriya,22
-,Padavettu,,-,-,Comedy            ,malayalam,-
tt13959758,Kashala Udyachi Baat,2012,-,-,Drama            ,marathi,-
tt2856508,Sila Nerangalil,2008,-,-,Thriller            ,tamil,-
tt1575682,Snehamante Idera,2001,-,4.4,"Comedy, Drama            ",telugu,110
tt5952204, Coke Studio,2008– ,-,8.8,Music            ,oriya,9
tt7019820,Velaikkaran,2017,160 min,7.3,"Action, Drama, Thriller            ",tamil,3274
tt4925504,Bhoomigeetha: Song of the Earth,1997,155 min,7.6,Drama            ,kannada,14
tt1039983,Red,2002,175 min,4.3,"Action, Drama            ",tamil,667
tt0352456,Jaithra Yaathra,1987,-,-,-,malayalam,-
tt14019086,B3,2013,-,-,Drama            ,kannada,-
tt0350613,Bhookamp,1993,-,5.3,"Action, Drama, Thriller            ",hindi,20
tt1360170,Kartavya,1985,-,-,-,kannada,-
tt3951566,Apothecary,2014,138 min,7.1,"Drama, Thriller            ",malayalam,495
tt1431707,Grihalakshmi,1984,134 min,8.2,-,telugu,40
tt8658602,Miss U,2012,-,-,Drama            ,nepali,-
tt0157358,Barood,1976,140 min,6,"Action, Crime, Drama            ",hindi,83
tt0215962,Malka-e-Alam Noorjehan,1954,-,-,-,hindi,-
tt6543216,Chhota Bheem Mission Mangalyaan,2015,-,5.4,Animation            ,hindi,10
tt0810757,Annai Velankanni,1971,148 min,-,Drama            ,malayalam,-
-,Nindru Kolvaan,,143 min,-,Drama            ,tamil,-
tt0381048,Bhaia Dooj,1947,-,-,-,hindi,-
tt0261912,Pratignapalana,1965,-,-,-,telugu,-
tt9024834,Kumudham,1961,154 min,-,Drama            ,tamil,-
tt0246664,Gumastavin Magal,1974,-,6.4,-,tamil,21
tt0443708,Page 3,2005,139 min,7.3,Drama            ,hindi,6682
tt0816654,Soori,2003,150 min,3.5,Romance            ,tamil,15
-,Padam Paesum,,-,-,-,tamil,-
tt1404643,Signalman Siddappa,1971,-,-,-,kannada,-
tt5958182,Sunday Night,2017,110 min,-,"Crime, Mystery, Thriller            ",hindi,-
tt1575481,100 Kotlu,2008,-,4.7,Comedy            ,telugu,6
tt1519357,Mohunbaganer Meye,1976,-,7,Drama            ,bengali,11
tt1629295,I Am,II 2010,95 min,6.8,Drama            ,hindi,930
tt0384367,Nand Ke Lala,1934,-,-,-,hindi,-
tt0287637,Praja,2001,178 min,3.8,Action            ,malayalam,300
tt0157203,Zambo Ka Beti,1939,-,6.3,Adventure            ,hindi,7
tt5175494,Naan Yaar Theriyuma,1967,-,-,Drama            ,tamil,-
tt5342784,Le Lotta,2017,123 min,6.5,"Comedy, Drama            ",hindi,15
tt14230320,Chan Badmash,1992,-,-,-,punjabi,-
tt6488774,Man Pakharu Pakharu,2008,-,-,Family            ,marathi,-
tt2651826,Sher E Watan,1971,132 min,-,Action            ,hindi,-
tt5475244,Load Shedding,2015,110 min,7.6,"Drama, Romance            ",bengali,299
tt0318537,Pagdandi,1947,-,-,-,hindi,-
tt5211812,Jhansi Ki Rani Laxmibai,2012,140 min,7.1,History            ,hindi,15
tt8676898,Aavesham,1994,144 min,-,Drama            ,telugu,-
tt0439714,Mumbai Express,2005,152 min,5.8,"Action, Comedy            ",tamil,1051
tt0363904,Pratik,1988,136 min,6.6,Drama            ,bengali,16
tt6354194,Kannula Kaasa Kattappa,2016,-,5.8,"Comedy, Crime            ",tamil,13
tt4959180,Bharosa: Ek Jung,2003,-,-,Action            ,hindi,-
tt0379299,Geet Gaaya Pattharon Ne,1964,-,6.4,"Drama, Musical, Romance            ",tamil,91
tt14148330,Kannadadda Kiran Bedi,2009,159 min,-,Drama            ,kannada,-
tt1580000,Pellaina Kothalo,2006,180 min,6.2,Drama            ,telugu,85
tt6925142,Aggiravva,2014,-,-,Action            ,telugu,-
tt10726106,Himalayan Kingdom of Nepal,2007,111 min,-,"Action, Comedy, Drama            ",nepali,-
tt0158331,Victoria No. 203,1972,100 min,7.1,"Action, Comedy, Crime            ",hindi,189
tt1414452,Baala Bandhana,1971,164 min,8,-,kannada,13
tt5365224,Masth Mohabbat,2016,124 min,-,"Comedy, Romance            ",kannada,-
tt0132669,1857,1946,-,5,"Drama, History            ",hindi,8
tt4736026,Paglu 2,2012,117 min,4,Drama            ,bengali,282
tt5320514,Action Hero Biju,2016,144 min,7.7,"Action, Comedy, Thriller            ",malayalam,3316
tt3692750,Swarga Yahan,2010,4 min,-,"Short, Musical            ",nepali,-
tt5237722,Rangbaz Daroga,2009,-,-,Action            ,bhojpuri,-
tt1281940,Vikram Vetal,1986,-,6.8,Fantasy            ,hindi,5
tt0037174,Phool,1945,122 min,6.5,Drama            ,urdu,8
tt13188700,Siganduru Chowdeshwari Mahime,2016,113 min,-,Drama            ,kannada,-
tt1279494,Sohna,1968,-,-,-,punjabi,-
-,Main Ek Raaz Hoon,,140 min,-,"Horror, Musical            ",hindi,-
tt7613166,Dhh,2017,128 min,7.8,"Drama, Family            ",gujarati,219
tt0262933,Zakhmi Sher,1984,-,4.6,"Action, Thriller            ",hindi,23
tt0158859,Pratima,1936,-,-,-,hindi,-
tt0230786,Sinhasan,1934,-,-,-,hindi,-
tt0216171,Sagar Sangam,1988,120 min,6.4,Drama            ,hindi,27
tt4816898,Khel Jeewan Ki,1989,-,-,Drama            ,hindi,-
tt0355805,Nandagopalnte Kusruthikal,1996,-,4.8,"Comedy, Drama            ",malayalam,10
tt0378619,Pyaase Nain,1954,-,-,-,hindi,-
tt2670216,Kanebaaz,2014,90 min,7.9,Drama            ,oriya,279
tt1265654,Ghar Bazar,1998,130 min,4.8,"Action, Crime, Drama            ",hindi,9
tt5479840,Singappooram,2015– ,10 min,8.9,Comedy            ,malayalam,11
tt3722658,Poga,2014,129 min,4.6,Horror            ,telugu,18
tt7201500,Sahar,2015 Video,6 min,-,"Short, Drama            ",urdu,-
tt2912578,Ankur Arora Murder Case,2013,129 min,6.5,"Drama, Thriller            ",hindi,1776
tt3822600,Amit Sahni Ki List,2014,110 min,5.5,"Comedy, Romance            ",hindi,344
tt0314660,Shikari,1981,-,-,-,hindi,-
tt6144134,Zabardast,1988,-,-,Drama            ,bengali,-
tt11152286,Invitation,2019,85 min,6.2,Drama            ,nepali,26
-,Irulan,,-,-,Drama            ,tamil,-
tt8826936,Mauli,2018,134 min,5.7,Action            ,marathi,313
tt0282657,Kilippattu,1985,121 min,-,Musical            ,malayalam,-
tt0242856,Sati Naag Kanya,1983,-,5.6,"Drama, Adventure, Action            ",hindi,11
tt2397502,Sukha Dukhalu,1968,-,-,Drama            ,telugu,-
tt7632998,Durga Durgatinashini,1981,125 min,-,Drama            ,bengali,-
tt13045454,Paranjothi,2015,-,-,Drama            ,tamil,-
tt0234957,Uss Paar,1944,-,-,Drama            ,hindi,-
tt0233144,Aankh Ka Nasha,1933,-,-,-,hindi,-
tt0217401,Dreams,1999,142 min,5.3,Drama            ,malayalam,47
tt0251834,Meghasandesam,1983,151 min,7.4,"Drama, Musical            ",telugu,59
-,Colorphool,2021,-,-,Drama            ,marathi,-
-,Gnanam,,95 min,-,Family            ,kannada,-
tt7320432,Ananda,1992,106 min,-,"Drama, Romance            ",bengali,-
tt0213672,Gadusu Ammayi,1977,-,-,-,telugu,-
tt1247222,Jogi,I 1975,-,-,-,punjabi,-
tt0292332,Vietnam Colony,1992,154 min,7.8,"Action, Comedy, Drama            ",malayalam,1127
tt14266690,Shah Zaman,1986,-,-,-,punjabi,-
-,Jawaani Lay Doobi,,-,-,"Comedy, Romance            ",urdu,-
tt3215518,Endrendrum Punnagai,2013,155 min,6.7,"Comedy, Romance            ",telugu,1034
tt0363535,Coolie No. 1,1991,146 min,6.4,"Action, Drama, Romance            ",telugu,665
tt10569510,Nagavalli,2015,-,-,-,kannada,-
tt4967362, Madam Secretary,2014–2019,45 min,7.5,Drama            ,urdu,281
tt7791566,Balakrishnudu,2017,130 min,4.6,"Action, Comedy, Romance            ",telugu,67
tt13281852,Naked: The Lust,2020,48 min,6.8,Thriller            ,telugu,40
tt2175579,Bhaian Baj Na Jorian,1971,-,-,-,punjabi,-
tt2679530,Natholi Oru Cheriya Meenalla,2013,175 min,5.3,Comedy            ,malayalam,303
tt9615020,Natpe Thunai,2019,154 min,6.4,"Comedy, Drama, Sport            ",tamil,781
tt0355924,Punnaram,1995,-,5.6,-,malayalam,13
tt4971304,Katt Katt Kad Kaddu,2000,86 min,-,Comedy            ,hindi,-
tt0331256,Gunaah,2002,135 min,3.3,"Crime, Drama, Thriller            ",hindi,353
tt3529050,Perariyathavar,2014,110 min,7.7,Drama            ,malayalam,82
tt0449869,Chandramukhi,2005,166 min,7.1,"Action, Comedy, Drama            ",malayalam,5254
tt0233206,Amrit,1986,137 min,7,"Drama, Family            ",hindi,157
tt10934216,Kozhipporu,2020,99 min,5.2,"Drama, Family            ",malayalam,157
tt8706626,Chanakyudu,2012,111 min,-,"Action, Drama, Romance            ",telugu,-
tt0247560,Nai Bhabhi,1950,-,-,-,hindi,-
tt12708432,Haqeeqat,2020,43 min,-,"Short, Drama            ",urdu,-
tt0105166,Prem Deewane,1992,160 min,5.3,"Action, Comedy, Drama            ",hindi,214
tt13243232,Jagruthi,2016,142 min,-,Drama            ,kannada,-
tt0378962,Vasna,1952,-,-,-,hindi,-
-,R.A.N.I,,-,-,Musical            ,bengali,-
tt3419082,IN Between,2013,24 min,-,"Short, Drama            ",nepali,-
tt3622926,Kadhazhukku Ediri Kadhazhdhan,2014,-,-,Family            ,telugu,-
tt1202528,"Lovesongs: Yesterday, Today & Tomorrow",2008,91 min,5.2,Drama            ,urdu,38
tt0330453,Intiki Deepam Illalu,1961,96 min,-,-,telugu,-
tt4097360,Koffi Shop,2011,-,-,Thriller            ,telugu,-
tt7646710,Shvaasa,2017,11 min,-,"Short, Family            ",malayalam,-
-,Article 21,,-,-,Drama            ,malayalam,-
tt10183490,Aart,2016,98 min,-,Drama            ,marathi,-
tt0213683,Gokul,1985,-,6.4,Drama            ,hindi,9
tt0157686,Ganga Maiyya,1955,-,-,-,hindi,-
tt0390453,Sangham Chekkina Silpalu,1979,-,-,-,telugu,-
tt13979368,Bhagirathi,2012,143 min,-,Drama            ,kannada,-
tt1861356,Jana,I 2004,80 min,3.3,"Action, Drama            ",tamil,514
tt0353608,Kankettu,1991,-,6.3,"Action, Comedy, Drama            ",malayalam,86
tt7421526,Khacha,2017,110 min,7.3,"Drama, History            ",bengali,35
tt0317895,Manava Dharmam,1979,-,-,-,malayalam,-
tt6143422,Kadvi Hawa,2017,95 min,8,Drama            ,hindi,948
tt4979030,New Entry,1994,-,-,Romance            ,hindi,-
tt0277627,Chella Kili,1979,-,-,Musical            ,tamil,-
tt6574432,Walton Air Show 2002: TVC Adaptation 1,2002,1 min,-,"Animation, Short            ",urdu,-
tt0238323,Jagavegali Prem Kahani,1984,-,-,-,marathi,-
tt0813410,Sautela Bhai,1996,144 min,6.5,Drama            ,hindi,22
tt4974126,Yeh Kaisi Hukumat,2000,-,-,Action            ,hindi,-
tt1084672,College Kumaran,2008,-,2.4,Comedy            ,malayalam,297
tt10580094,My Name Is Raja,2020,122 min,7,"Action, Horror, Romance            ",kannada,22
tt12344428,Law,2020,124 min,5.6,Thriller            ,kannada,273
-,Her Story,II,140 min,-,Drama            ,bengali,-
tt0832297,Ek Alag Mausam,2003,120 min,6.8,Drama            ,hindi,45
tt0110795,Pathreela Raasta,1994,-,4.7,Action            ,hindi,6
tt0077818,Kondura (The Sage from the Sea),1978,137 min,7.4,Drama            ,telugu,51
tt10936934,Laddu,2021,127 min,8.6,"Comedy, Romance            ",kannada,24
tt1364291,Shani Prabhava,1977,-,-,-,kannada,-
tt1883202,Ghabru putt punjab de,1969,-,-,-,punjabi,-
tt8108196,Judgementall Hai Kya,2019,121 min,5.9,"Comedy, Drama, Mystery            ",hindi,5313
tt0238241,Gangawlan,1969,-,-,-,marathi,-
tt5815262,Naani,2016,-,5,"Horror, Sci-Fi, Thriller            ",telugu,26
tt0275172,Aagaaya Gangai,1982,110 min,6.1,-,tamil,12
tt3437536,Veguli Pen,1971,-,-,-,tamil,-
tt4976592,Baba,1997,-,-,Action            ,hindi,-
tt0364627,Rahi Badal Gaye,1985,-,6.4,Romance            ,hindi,46
tt0986341,Anolkhi Hey Ghar Maze,2009,144 min,3.6,Family            ,marathi,7
tt4649296,Laali,1998,139 min,-,Romance            ,punjabi,-
tt0352167,Amme Bhagavathi,1987,-,-,-,malayalam,-
-,The Immortal President,2021,-,-,"Biography, Drama            ",gujarati,-
tt6915102,Vandaki Vanda,2013,-,-,Comedy            ,telugu,-
tt9042282,On the other side,2011,75 min,-,Thriller            ,hindi,-
tt2157186,Mallu Singh,2012,150 min,5.1,"Action, Comedy, Drama            ",malayalam,425
tt0419887,The Kite Runner,2007,128 min,7.6,Drama            ,oriya,77732
tt0064842,Prince,1969,-,7.1,"Musical, Romance            ",hindi,143
tt3736934,Bhoot Hi Bhoot,2000,101 min,-,Horror            ,hindi,-
tt8253846,Speed Queen,1947,-,-,Action            ,hindi,-
tt4907006,Saugandh Ganga Maiya Ke,2012,-,8.2,"Action, Drama            ",bhojpuri,6
tt12484436,Naalai Mudhal Kudikka Matten,2016,132 min,9.1,Comedy            ,tamil,10
tt1504687,I Am Singh,2011,150 min,5.1,"Action, Crime, Drama            ",urdu,63
tt13825778,Parhona,2018,74 min,-,Comedy            ,punjabi,-
tt0361597,Fakhre Islam,1937,-,-,-,hindi,-
tt11340822,Tobu Aporichito,2016,140 min,5.7,Drama            ,bengali,10
tt0282052,Pallavi,1977,-,-,-,malayalam,-
tt9610262,Chaal Jeevi Laiye,2019,137 min,8.7,Drama            ,gujarati,767
tt0156801,Madhu Malti,1978,-,-,"Drama, Romance            ",hindi,-
tt14400928,Itlu Anjali,2021,-,-,Horror            ,telugu,-
tt7813482, Burka Avenger,2013–2016,-,-,"Animation, Action, Adventure            ",urdu,-
tt11536362,Thottu Vidum Thooram,2020,-,8.8,Drama            ,tamil,10
tt10667232,Sirf Tum Hi Tou Ho,2019,-,3.2,"Drama, Romance            ",urdu,8
tt1587163,Harano Prapti Niruddesh,1975,-,-,Drama            ,bengali,-
tt2290221,Chaka,2000,-,5.9,Drama            ,bengali,9
tt1464282,Padhyam,1967,170 min,-,-,tamil,-
tt0252559,Jale Gele Visroon Jaa,1957,-,-,-,marathi,-
tt4417556,Atript Atma,1983,-,-,Horror            ,hindi,-
tt4313192,Amar Bou,1956,110 min,6.6,Drama            ,bengali,9
tt1512220,My Friend Pinto,2011,100 min,5.3,"Comedy, Crime, Drama            ",hindi,346
tt5121200,Uhi Milte Rahenge,2016,120 min,6.1,Drama            ,hindi,8
tt0213871,Maya Nagari,1944,-,-,"Action, Fantasy            ",hindi,-
tt5571734,Pink,III 2016,136 min,8.1,"Drama, Thriller            ",hindi,40026
tt1234746,Warrant,1976,-,-,Drama            ,punjabi,-
tt0053886,Haat Baraley Bandhu,1960,-,6.9,Drama            ,bengali,14
tt0369257,Baghdad,1960,-,-,-,hindi,-
tt4411866,Kab Tak Pukaroon,1985,-,-,Thriller            ,hindi,-
tt9365158,Golmaal,2017,-,-,Comedy            ,bengali,-
tt12916372,Kalavani Sirukki,2018,113 min,-,Drama            ,tamil,-
tt8810982,Pelli Gola,1980,135 min,-,Drama            ,telugu,-
tt11542654,Aadi Mujrim,1975,-,-,Drama            ,punjabi,-
tt0409821,Choo Lenge Akash,2000,85 min,8.5,Family            ,hindi,6
tt4658786,Kadambari,2015,87 min,7.1,"Drama, History            ",bengali,297
tt13655700,Vegam,2007,-,-,Drama            ,tamil,-
tt0358108,Sau Din Saas Ke,1980,-,5.9,Drama            ,hindi,38
tt12686058,Cooper Marine Engine - Cooper Corp,2019,-,-,"Documentary, Short            ",malayalam,-
tt2728318,Tarzan's Daughter,2002,99 min,4.9,"Action, Adventure, Musical            ",hindi,10
tt3807648,Bistar,2001,-,-,Thriller            ,hindi,-
tt0313495,Prem Geet,1981,150 min,7.6,Romance            ,hindi,65
tt2922064,Zindagi,2000,118 min,2.8,Romance            ,hindi,6
tt10360816,Theeradha Vilaiyattu Pillai (1982),1982,-,-,Family            ,tamil,-
tt4818652,Zakhmi Haseena,1991,-,-,Thriller            ,hindi,-
tt9308190,Pratibhavantudu,1986,131 min,-,Drama            ,telugu,-
tt7610124,Lolita,1984,122 min,-,Drama            ,bengali,-
-,Radhe Shyam,2021,-,-,Romance            ,telugu,-
tt6070344,Chuttalabbayi,2016,135 min,6.2,Action            ,telugu,90
tt0245994,Keemat,1973,132 min,6.8,Action            ,hindi,48
tt9614972,Kannadi,2019,-,-,"Drama, Horror, Romance            ",tamil,-
tt8427416,Bhobishyoter Bhoot,2018,131 min,6.1,"Comedy, Horror            ",bengali,223
tt1435451,Anbai Thedi,1974,151 min,6.6,-,tamil,10
tt4249112,Moner Manush,1997,120 min,7.9,Romance            ,bengali,19
tt5542470,Natpadhigaram 79,2016,-,8.2,"Drama, Romance            ",tamil,5
tt0255384,Mohini Bhasmasura,1938,183 min,-,-,telugu,-
tt0247945,Badri,2000,158 min,7.2,"Comedy, Drama, Romance            ",telugu,1701
tt8329380,Coco aka Fairy Tale,2018,-,-,Music            ,hindi,-
tt11281098,Love FM,2020,120 min,-,Drama            ,malayalam,-
tt10443506,Ek Thi Mishaal,2015– ,-,-,-,urdu,-
tt3662974,Mela,1986,-,-,Action            ,punjabi,-
tt10443560,Mohabbat Aag Si,2015– ,-,-,-,urdu,-
tt5256040,Jhajhalko,2014,7 min,-,"Short, Biography            ",nepali,-
tt13563504,Krodham 2,2000,-,-,Drama            ,tamil,-
-,69 Reality in Us,,-,-,"Drama, Romance, Thriller            ",hindi,-
tt13510270,Miya,II 2020,-,-,"Horror, Thriller            ",tamil,-
tt0378279,Maa Baap,1944,-,-,Drama            ,hindi,-
tt6383642,Zero Degree,2015,146 min,5.8,Thriller            ,bengali,44
-,The Slam Book,2021,110 min,-,Romance            ,assamese,-
tt0041861,Shabnam,1949,154 min,6.6,"Drama, Family, Romance            ",hindi,32
tt2801792,Virsa,2005,95 min,-,Family            ,punjabi,-
tt0156259,Abhinava,1940,-,-,-,bengali,-
tt14531292,Baila ho baykola kho,2013,120 min,-,Drama            ,marathi,-
tt0058497,Pratinidhi,1964,120 min,6.7,Drama            ,bengali,7
tt0281091,Prema Pichchi,1981,-,6.5,"Drama, Musical, Romance            ",telugu,10
tt1763281,Shabistan,1969,-,-,-,urdu,-
tt7268732,Mahanubhavudu,2017,151 min,6.4,"Comedy, Drama, Romance            ",telugu,689
tt0215140,Sadhu Judhishthirer Karcha,1974,-,-,Drama            ,bengali,-
tt0254706,Porter Kunjali,1965,-,-,-,malayalam,-
tt11779214,Shiva 143,2020,126 min,4.6,Drama            ,kannada,8
tt1455120,Karim vs. Karachi,2009,16 min,9,"Short, Adventure, Drama            ",oriya,6
tt7609114,Yamla Pagla Deewana Phir Se...,2018,145 min,4.6,"Action, Comedy, Drama            ",hindi,1066
tt0212912,Dhamal Bablya Ganpyachi,1990,-,7.3,-,marathi,7
tt13021736,Watch Over Me,2021,92 min,-,Documentary            ,malayalam,-
tt0246658,Gori Dyan Jhanjran,1989,-,-,-,punjabi,-
tt0231809,Jagga,1964,-,-,-,punjabi,-
-,Maheshcha Badla,2021,-,-,Action            ,marathi,-
tt11841830,Black Rose,I 2020,120 min,8.8,Thriller            ,hindi,32
-,Jagame Thandhiram,2021,157 min,-,"Action, Comedy, Crime            ",telugu,-
tt11242502,Sarauto,2019,-,-,Action            ,nepali,-
tt0232261,Palva Palvi,1990,-,8.2,Comedy            ,marathi,30
tt0319708,Krishnan Vandaan,1987,124 min,-,-,tamil,-
tt1228707,Jimmy,2008,-,1.6,"Action, Crime, Drama            ",hindi,193
tt1538373,Saptarshi,1964,-,-,-,bengali,-
tt9021066,Krishna Krishna,2001,135 min,-,Drama            ,tamil,-
tt0234066,Kuzhandaiyum Deivamum,1965,-,7.3,-,tamil,23
tt2490318,The Blue Veins,II 2013,11 min,-,"Short, Drama, Romance            ",urdu,-
tt0444915,Tathastu,2006,113 min,4.5,"Crime, Drama, Thriller            ",hindi,457
tt0273103,Badi Bahen,1937,153 min,-,-,hindi,-
tt7721708,Ek Say Barh Kar Ek,1987,-,-,Drama            ,urdu,-
tt0043283,Andolan,1951,156 min,-,"Drama, History            ",hindi,-
tt0310102,Sahasa Simha,1982,174 min,8,"Crime, Thriller            ",kannada,52
tt5310844,Amar Samadhi,1958,-,-,Action            ,hindi,-
tt8688026,Birano Mayo,2016,-,-,Drama            ,nepali,-
tt5439744,Tata Birla Aani Laila,2010,-,-,Comedy            ,marathi,-
tt0333850,Madhuranombarakattu,2000,146 min,6.5,Drama            ,malayalam,80
tt0258319,Aana Valarthiyal Vanampadiyude Makan,1971,-,-,-,tamil,-
tt10958276,Ka Ka Ka,2017,-,-,-,tamil,-
tt11012222,Baagi Bhaile Sajna Hamar,2015,134 min,-,Drama            ,bhojpuri,-
tt0320136,Naranathu Thamburan,2001,-,4.6,"Comedy, Drama            ",malayalam,67
tt10276020,Mookuthi,2018,21 min,-,"Short, Drama            ",malayalam,-
tt0266677,Kanch Ki Gudiya,1961,-,4.7,"Drama, Family            ",hindi,7
tt0349878,Netaji Subhas Chandra Bose: The Forgotten Hero,2005,208 min,7.6,"Biography, Drama, History            ",hindi,1079
tt9315438,Yajamana,2019,164 min,6.7,Action            ,kannada,1260
tt0214264,Vaishakh Vanwa,1964,-,-,-,marathi,-
tt8459934,Hottegagi Genu Battegagi,2018,-,7.2,Drama            ,kannada,6
tt2349700,Bhagaude,2012,94 min,-,"Comedy, Drama            ",hindi,-
tt8747560,KD (A) Karuppudurai,2019,123 min,8.6,Drama            ,tamil,1342
tt14462970,Aavuj Reshe,2018,145 min,-,Drama            ,gujarati,-
tt4744132,Hotath Bristi,1998,182 min,8,"Drama, Romance            ",bengali,806
tt0375998,Nav Bharat,1934,-,-,-,hindi,-
tt0172534,Hameshaa,1997,141 min,5.3,"Action, Drama, Romance            ",hindi,618
tt0154863,Mehbooba,1954,-,7.4,"Adventure, Romance            ",hindi,7
tt1606314,Pelli Kani Prasad,2008,-,5.3,Comedy            ,telugu,20
tt2591508,Surkhaab,2014,100 min,6.3,"Adventure, Drama, Thriller            ",hindi,68
tt3832022,Than Than Gopal,2015,120 min,8.3,Drama            ,marathi,16
tt0276756,Action,1989,-,-,-,hindi,-
tt0261968,Sati Tulasi,1936,-,-,"Drama, Musical            ",telugu,-
tt2761584,Rajoo,1967,-,-,Action            ,hindi,-
tt0156353,Bhagya Chakra,1935,125 min,-,Drama            ,bengali,-
