ID,Movie Name,Year,Timing(min),Rating(10),Genre,Language,Votes
tt5749510,Mera Yaar Mila de,2016– ,-,8.5,Romance            ,oriya,42
tt14196158,Rangiberangi,2009,-,-,Drama            ,marathi,-
tt2091617,Khuda Zameen Se Gaya Nahin,2009– ,50 min,7.8,Drama            ,oriya,22
tt0099043,Anjali,1990,150 min,8.2,Drama            ,tamil,2828
tt0047438,Sadanander Mela,1954,111 min,7.3,Drama            ,bengali,25
tt13814292,Tumi Ashbe Bole,2021,107 min,5.2,"Drama, Romance            ",bengali,16
tt7714938,335139 The Untold Story,2017,-,6.9,"Short, Biography            ",urdu,15
tt0440590,Loha,1997,160 min,5.6,Action            ,hindi,506
tt13312632,Ek Thriller Night,2015,77 min,-,Drama            ,marathi,-
tt2946508,Rummy,2014,145 min,4.8,"Drama, Romance, Thriller            ",tamil,265
tt1510824,Piduguramudu,1966,134 min,-,-,telugu,-
tt0353162,Addeham Enna Iddeham,1993,-,6.2,-,malayalam,25
tt13793498,Nabab LLB,2020,195 min,6,Thriller            ,bengali,101
tt5122590,Change Your Name Ousama,2012,48 min,-,Documentary            ,urdu,-
tt0175837,Lafange,1975,137 min,6.2,"Drama, Family            ",hindi,22
tt2355603,Geetha,1981,124 min,8.6,Romance            ,kannada,44
tt0476761,Deha,2007,126 min,6.3,Romance            ,hindi,66
-,Hawayein,2021,-,-,"Adventure, Drama, Romance            ",hindi,-
tt14513112,Ashik Ul Haque,2020,-,-,Biography            ,bengali,-
tt0389786,Bava Diddina Kapuram,1972,-,-,-,telugu,-
tt13070504,Madhavanum Malarvizhiyum,2014,148 min,-,Drama            ,tamil,-
tt0243395,Maa Kasam,1985,137 min,4.4,Action            ,hindi,28
tt8736814,Kumva Karan,2018,-,-,Drama            ,nepali,-
tt0156637,Jaya Parvati Vrat,1982,-,-,"Drama, Family, Fantasy            ",gujarati,-
tt2619994,Dastoor,1991,-,5.2,"Drama, Mystery            ",hindi,10
tt4446348,Purampokku,2015,159 min,5.9,"Action, Crime, Drama            ",tamil,577
tt8070604,Thanu Nenu,2015,-,7.3,Comedy            ,telugu,7
tt0273150,Chitrashalabham,1998,117 min,6,"Comedy, Drama            ",malayalam,36
tt12003710,Meghdhanusya - The Colour of Life,2013,-,-,Drama            ,gujarati,-
tt14210906,Aar Paar,1973,-,-,-,punjabi,-
tt0028626,Bidyapati,1937,141 min,7.1,Drama            ,bengali,22
tt0213147,Patjhad,1948,-,-,-,hindi,-
tt0353562,Irikku M.D. Akathundu,1991,-,5.5,"Mystery, Thriller            ",malayalam,20
tt7981502,Lavanya with Love Boys,2017,-,-,Romance            ,telugu,-
tt5533990,Marubhoomiyile Aana,2016,122 min,5.1,Comedy            ,malayalam,325
tt4881362,Thithi,2015,123 min,8.2,Drama            ,kannada,2510
tt0164550,Duplicate,1998,164 min,5.5,"Action, Comedy, Crime            ",hindi,7100
tt13479366,Virunthali,2010,135 min,-,Drama            ,tamil,-
tt2306435,Ambri,1983,127 min,-,Drama            ,punjabi,-
tt0245746,Bandipotu Simham,1982,125 min,5.4,"Action, Family, Romance            ",telugu,12
tt14458542,Guilty,2021,-,-,Crime            ,hindi,-
tt11680522,Mane Lai Ja - Gujarati FIlm,2020,-,-,Drama            ,gujarati,-
tt8389906,Hinsa Par Vijay,2015,-,6.6,Family            ,sanskrit,8
tt3567322,Ghuri,2014,134 min,5.8,"Action, Drama            ",bengali,24
tt0389958,Ee Tharam Manishi,1977,136 min,-,-,telugu,-
tt5342198, Madam Secretary,2014–2019,41 min,7.7,Drama            ,oriya,257
tt6571584,Sakka Bahu Pakka Vahir,2008,-,-,Family            ,marathi,-
tt8443620,Hushiar,1988,-,-,Drama            ,bengali,-
tt3547230,Paapi Parinda,1991,-,-,Thriller            ,hindi,-
tt13480948,Mandabam,2010,125 min,-,Drama            ,tamil,-
tt2637732,Jaan Lada Denge,1990,137 min,-,Action            ,hindi,-
tt9469636,Hemant Rana: Nacha Maya,2018 Video,-,-,"Short, Music            ",nepali,-
tt11384220,Rizwan,2019,-,-,Drama            ,hindi,-
tt0266921,Sagai,1951,129 min,6.1,Drama            ,hindi,10
tt2009407,A Aa E Ee,2009,137 min,5.8,Family            ,tamil,33
tt0271174,Sholay Aur Toofan,1993,128 min,-,"Action, Crime, Drama            ",hindi,-
tt1182884,Dulha Mil Gaya,2010,152 min,4.2,"Comedy, Drama, Romance            ",urdu,2478
tt0250417,Hasinon Ki Barat,1992,-,4.7,-,urdu,7
tt1630235,De Dhakka,2008,114 min,7.1,"Comedy, Drama, Family            ",marathi,356
tt3875304,"Khwab, Zindagi Aur Main... Bashar Nawaz",2012,26 min,-,"Documentary, Short            ",urdu,-
tt2626366,Choron Ki Rani Hasino Ka Raja,1990,-,-,Action            ,hindi,-
tt14498270,Haricharan & Roshni Suresh: Mazha,2018 Video,4 min,-,"Short, Music            ",malayalam,-
tt0292742,Zakhmi Dil,1994,151 min,4,"Action, Drama, Romance            ",hindi,446
tt2056714,Tba,2010,14 min,-,"Short, Adventure, Comedy            ",urdu,-
tt0156636,Jaya,1965,-,-,Drama            ,bengali,-
tt3748000,Bollywood Villa,2014,124 min,4.8,Thriller            ,hindi,12
tt0265702,Sati Sulochana,II 1934,170 min,8.1,"Drama, War            ",kannada,11
tt4524050,Adrishya,2015,107 min,3.7,Thriller            ,hindi,7
tt1720254,Thank You,I 2011,125 min,4.7,Comedy            ,punjabi,5357
tt0367927,Karmayogi,1978,-,6,"Action, Drama            ",hindi,42
tt7227216,Mazaaq Raat,2013– ,-,8.3,Comedy            ,oriya,20
tt2255934,Aiyyaa,2012,152 min,4.4,"Comedy, Romance            ",hindi,1741
tt0268902,Aksharangal,1984,-,7.9,-,malayalam,34
-,Ennittu Avasanam,2021,-,-,Comedy            ,malayalam,-
tt0345481,Kakka,1982,-,6.2,-,malayalam,18
tt6035290,Beder Meye,1969,-,-,Fantasy            ,bengali,-
tt0272688,Kasoor,2001,151 min,6,"Drama, Mystery, Thriller            ",hindi,929
tt6356248,Bold & Beautiful Sherni,2017,-,-,Action            ,hindi,-
tt13743898,Battery Full,2020 Video,12 min,-,"Short, Comedy            ",assamese,-
tt12374500,Omme Nishyabda Omme Yudda,2019,120 min,9.1,Thriller            ,kannada,52
tt0271856,Upaharam,1985,108 min,5.9,Drama            ,malayalam,8
tt0262706,Prithvi Putra,1933,154 min,-,-,telugu,-
tt1935782,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",2009,-,6.3,Drama            ,hindi,157
tt0055767,Baat Ek Raat Ki,1962,145 min,6.9,"Mystery, Romance, Thriller            ",hindi,115
tt3260778,Iman: Umeed aur Mohabbat,1998 TV Movie,-,7.8,Drama            ,urdu,9
-,Sardar,I,-,-,Drama            ,tamil,-
tt8826298,Sajeeva Murthulu,1985,125 min,-,Drama            ,telugu,-
tt0176111,Rustom-E-Hind,1965,135 min,6.8,-,hindi,12
tt0187264,Manitharil Ithanai Nirangala,1978,-,5.6,-,tamil,16
tt0362055,Pyaar Hi Pyaar Mein,2003,-,7.2,"Drama, Romance            ",oriya,10
tt0155217,Sudhar Prem,1950,-,6.8,-,bengali,8
tt7843210, Burka Avenger,2013–2016,-,-,"Animation, Action, Adventure            ",urdu,-
tt1285001,Pellaindi Kaani,2007,158 min,4.6,-,telugu,28
tt8982796,Kadhal Express,2009,113 min,-,Drama            ,tamil,-
tt1589965,Aghaton Ajo Ghatey,1989,-,-,Drama            ,bengali,-
tt2150074,Koi Hai,2003,102 min,2.6,"Drama, Horror            ",hindi,7
tt7313394,Noor Jahaan,2018,141 min,5.3,Family            ,bengali,102
tt3563080,Saya E Khuda E Zuljalal,2016,105 min,6.9,"Action, Drama, History            ",oriya,129
tt0454506,Maujaan Dubai Diyan,1985,-,6.1,"Action, Comedy, Crime            ",punjabi,8
tt6536660,Gate 2 Gether,2011,118 min,-,Romance            ,bengali,-
-,Sippai,,-,-,"Action, Comedy, Romance            ",tamil,-
tt0154721,Kaaviyathlaivi,1970,166 min,6.2,Drama            ,tamil,13
tt0271739,Purappad,1990,-,5.6,-,malayalam,28
tt11357100,Meray Paas Tum Ho,II 2019,-,8.4,Drama            ,oriya,1733
tt5879110,Guru,2012,-,-,"Action, Drama            ",kannada,-
tt8929852,Jaanmoni,2005,74 min,7.2,"Musical, Romance            ",assamese,5
tt0320729,Vetrikkarangal,1991,-,-,-,tamil,-
tt1380144,Maha Prachandaru,1981,137 min,8,-,kannada,8
tt0157296,Afsana,1966,134 min,6.5,"Drama, Romance            ",hindi,12
tt0373813,Ek Naav Kinare Do,1973,-,-,-,hindi,-
tt2741948,Yaadon Ka Mausam,1990,-,5.4,Romance            ,hindi,9
tt0281382,Yaksha Gaanam,1976,133 min,-,-,malayalam,-
tt0427494,Mangamma Sabatham,1985,136 min,6.6,"Action, Drama            ",tamil,45
tt14434164,Vidooshakan,2015,-,-,Drama            ,malayalam,-
tt12881030,Roja Maaligai,2018,103 min,-,Drama            ,tamil,-
-,Sapno Ki Rani,,-,-,-,malayalam,-
tt0237634,Radha Madhavam,1990,-,4.3,-,malayalam,12
tt7286760,Jiban Niye,1976,75 min,-,Drama            ,bengali,-
tt4312756,Ego,III 2013,110 min,-,"Comedy, Romance            ",tamil,-
tt0308450,Kaal Abhirati,1989,120 min,6.9,Drama            ,bengali,8
tt6742444,Venkatapuram,2017,103 min,5.5,Thriller            ,telugu,101
tt6821528,Thoppi,2015,-,5.9,-,tamil,10
tt0345517,Kingini Kombu,1983,-,-,-,malayalam,-
tt0233292,Barkha,1959,169 min,4.9,Romance            ,hindi,9
tt0374087,Ninney Ishta Paddaanu,2003,-,5.9,-,telugu,56
tt2876908,Fighter,2011,160 min,6.2,Action            ,bengali,171
tt2147211,Bansari,1978,108 min,6,Romance            ,bengali,5
-,The Last Two Days,,-,-,Thriller            ,malayalam,-
tt4353962,Mariyam Mukku,2015,-,4.2,Drama            ,malayalam,142
tt1356902,Ee Jeeva Ninagagi,1986,-,-,-,kannada,-
-,"Gehu, Ganna aur Gun",,-,-,-,hindi,-
tt6389080,Pazhaya Vannarapettai,2016,137 min,5.2,"Action, Crime, Drama            ",tamil,46
tt0361374,Bhartruhari,1944,-,-,Fantasy            ,hindi,-
-,Zapatlela 3,,-,-,Comedy            ,marathi,-
tt3691912,Prarabdha,2013,31 min,-,"Short, Drama            ",nepali,-
tt7879092,Kutu Ma Kutu,2017 Video,-,8.8,"Short, Romance            ",nepali,5
tt4498610,Veera Nadai,2000,-,5.7,Drama            ,tamil,7
tt0358067,Ram Tera Desh,1984,140 min,5.8,Drama            ,hindi,13
tt2769462,Modern Girl,1961,-,4.5,Romance            ,hindi,6
tt13612730,Gnabagangal,2009,-,-,Drama            ,tamil,-
tt5597452,Idavappathi,2016,115 min,4.1,"Drama, Romance            ",malayalam,10
tt6868046, Siyaasat,2014– ,-,-,History            ,urdu,-
tt0249964,Sirivennela,1986,181 min,7.5,"Family, Musical            ",telugu,232
tt3382754,Gora Babu,1976,-,-,Action            ,hindi,-
tt0315743,Aashrayam,1983,-,-,-,malayalam,-
tt0251597,Baap Majha Brahmachari,1962,-,5.9,-,marathi,7
tt7377352,Sun Ko Pinjada,2017 Video,-,-,Short            ,nepali,-
tt5802056,Lakhe Ekta,1990,-,-,Romance            ,bengali,-
tt0464969,Gunehgar Kaun,1991,-,-,"Drama, Thriller            ",hindi,-
tt0267964,Suryaputrulu,1996,-,7.3,"Action, Drama            ",telugu,7
tt9176214,Patil,2018,130 min,6.7,Drama            ,marathi,22
tt0460396,American Tale,2004,14 min,7.6,"Short, Drama            ",urdu,11
tt1380047,Biligiriya Bandalalli,1980,152 min,-,-,kannada,-
tt0231463,Dilruba,1950,123 min,7.1,"Crime, Drama, Mystery            ",hindi,30
tt2585654,Mere Genie Uncle,2015,-,4,Comedy            ,hindi,7
tt0268555,Pushpanjali,1970,-,7.1,"Drama, Family            ",hindi,9
tt11311990,Sokku Sundaram,2020,134 min,-,Drama            ,tamil,-
tt0448805,Thaskara Veeran,2005,-,2.7,"Action, Comedy, Romance            ",malayalam,193
tt7636812,Happy Birthday Joy,2018,5 min,-,"Short, Drama            ",assamese,-
tt11689584, Alif Laila,1997–2002,-,-,"Adventure, Fantasy            ",urdu,-
tt0308107,Chaudhary Karnail Singh,1960,-,-,"Action, Comedy, Crime            ",punjabi,-
tt0364615,Priya,1992,-,7.1,Romance            ,bengali,7
tt5251862,Detective,2018,126 min,5.5,Animation            ,bengali,6
tt11209784,Atcham Thavir,2018,-,8,"Comedy, Thriller            ",tamil,8
tt0891486,Garibanche Rajya,1948,-,-,-,marathi,-
tt8011546,Guzargaah,2017,21 min,-,"Short, Biography, Family            ",urdu,-
tt5224166,Tu Hamaar Hou,2006,-,-,Romance            ,bhojpuri,-
tt0400917,Vapsi Saajan Ki,1995,-,-,Romance            ,hindi,-
tt0361770,Jeene Ki Arzoo,1981,132 min,5.9,Drama            ,hindi,22
tt4487548,Postcard,2014,120 min,7.4,Drama            ,marathi,122
-,Money Devo Bhava,,-,-,Drama            ,hindi,-
tt1815968,The Boatmaker,2008,67 min,-,Fantasy            ,gujarati,-
tt2232524,Mere Dost Picture Abhi Baaki Hai,2012,180 min,3.5,Comedy            ,hindi,191
tt9001478,Kamarasu,2002,135 min,4.8,Drama            ,tamil,9
tt0494926,Billa No. 786,2000,140 min,4.5,Action            ,hindi,32
tt3136056,Idd Ka Salaam,1976,-,-,Drama            ,hindi,-
tt3744048,Khooni Saaya,2000,-,-,Horror            ,hindi,-
tt0379300,Geet Govind,1947,-,-,-,hindi,-
tt9130460,Rowdy Aliya,2004,-,-,"Action, Comedy            ",kannada,-
tt6627630,Cycle,II 2018,96 min,8.2,Comedy            ,marathi,335
tt0240849,Rao Saheb,1986,123 min,5.7,"Comedy, Drama            ",hindi,7
tt2530442,Janmapatri,1949,-,-,-,hindi,-
tt0233948,Intezar,1956,-,8.8,Musical            ,urdu,10
tt0231899,Khol De Meri Zuban,1989,-,5.4,"Comedy, Drama            ",hindi,16
tt0374497,Amma Nanna O Tamila Ammayi,2003,154 min,7.4,"Action, Drama, Sport            ",telugu,800
tt5377564,U Turn,I 2016,120 min,7.5,"Crime, Horror, Mystery            ",kannada,2962
tt7430788,Gotya,2018,-,-,"Drama, Family, Sport            ",marathi,-
tt5332388,Princess Tina Khan,1984,-,-,Drama            ,bengali,-
-,Bhool Bhulaiyaa 2,2021,-,-,"Comedy, Horror            ",hindi,-
tt2952768,Tarzan and Cobra,1987,-,-,Action            ,hindi,-
tt9636910,I Love You,2019,122 min,4.7,"Drama, Romance            ",kannada,144
tt3666944,Newtonin Moondram Vidhi,2009,148 min,6.4,"Crime, Thriller            ",tamil,27
tt1572776,Moz & Cat,2009,156 min,2.6,"Comedy, Drama            ",malayalam,155
tt6050724,Aashna,2005–2006,30 min,-,Drama            ,urdu,-
tt3418724, Coke Studio,2008– ,60 min,5.4,Music            ,urdu,9
tt0420175,Shikaar,2004,-,5,"Action, Musical, Thriller            ",hindi,33
tt0154192,Bahadur Ramesh,1939,-,-,-,hindi,-
tt1676134,Meherjaan,2011,119 min,3.6,"Drama, History            ",urdu,711
tt0142523,Lanka Dahan,1917,-,6.7,"Adventure, Drama, Fantasy            ",marathi,22
tt4897244,Dil Churaya Apne,2002,-,-,Romance            ,hindi,-
tt13358348,Aandava Perumal,2013,107 min,-,Drama            ,tamil,-
tt9332608,Papas,2018,152 min,-,Drama            ,malayalam,-
tt10251434,Vijayaratha,2019,135 min,7.8,"History, Romance, Thriller            ",kannada,89
tt5494840,Phuntroo,2016,142 min,5.5,Sci-Fi            ,marathi,104
tt0215888,Kalankini,1981,-,-,Drama            ,bengali,-
tt0234429,Pathu Madha Bandham,1974,-,6.2,-,tamil,5
tt2787006,Hum Se Mile Tum,1984,-,-,Romance            ,hindi,-
tt0306080,Sodari,1955,136 min,8.1,-,kannada,11
tt8077016,Dalam,2013,-,5.4,Action            ,telugu,10
tt14350482,Kaloo,2002,-,-,-,punjabi,-
tt0263708,Manamagal Thevai,1957,-,5.6,"Comedy, Drama            ",tamil,7
tt13070728,Dhavani Kaatru,2014,127 min,-,Drama            ,tamil,-
tt6727296,Bhaagamathie,2018,138 min,7,"Action, Horror, Thriller            ",tamil,2781
tt13626412,Anjana,2008,-,-,"Musical, Romance            ",assamese,-
tt7834540,Donga pelli,1988,-,-,Drama            ,telugu,-
tt13624124,Bristi,2008,71 min,-,Romance            ,assamese,-
tt0292041,Kaliya Mardanam,1982,-,6.1,-,malayalam,11
-,Soora Puli,,130 min,-,Action            ,tamil,-
tt0231683,Gul-e-Bakavali,1932,-,-,-,hindi,-
tt7477312,Megha Alias Maggi,2018,113 min,-,Thriller            ,kannada,-
tt14311948,Roti Kapra Aur Insan,1977,-,-,-,punjabi,-
tt0240082,Teri Baahon Mein,1984,120 min,6.2,Romance            ,hindi,21
tt2504086,D for Dopidi,2013,-,5.9,"Comedy, Crime            ",telugu,86
tt9460552,Aranyani,2018,-,-,Drama            ,kannada,-
tt0376162,Sati Nari,1965,-,-,-,hindi,-
tt4476548,Wails within Silence,2015,15 min,-,"Documentary, Short, News            ",nepali,-
tt0283934,Bhala Manus,1976,138 min,4.6,"Drama, Romance            ",hindi,11
tt6260318,10 Kalpanakal,2016,125 min,5.7,"Crime, Mystery, Thriller            ",malayalam,131
tt11423242, Alif Laila,1997–2002,-,-,"Adventure, Fantasy            ",urdu,-
tt11317928,Andolan,2019,136 min,-,Drama            ,bhojpuri,-
tt4828308,Lux Style Awards,2010 TV Special,90 min,-,Music            ,urdu,-
tt8822142,Mr. Mangale,2008,-,-,-,nepali,-
tt0260399,Sugam Engay,1954,-,-,-,tamil,-
tt12923344,Harivu,2014,113 min,8.8,Drama            ,kannada,9
tt2346882,Xobdor Porisoy,2012 Video,5 min,-,"Short, Music            ",assamese,-
tt2046106,Jaana Pehchana,2011,-,4.8,Drama            ,hindi,26
tt6520776,The Beauty Circus,2019,-,-,Drama            ,bengali,-
tt2024484,Punnami Nagu,2009,-,4.3,"Adventure, Drama, Fantasy            ",tamil,6
tt2795404,Khuda Hafiz,1983,91 min,8.7,Drama            ,hindi,25
tt7632364,English Pellam East Godavari Mogudu,1999,127 min,6.6,Drama            ,telugu,9
tt0233431,Chatra Bakavali,1932,-,-,-,hindi,-
tt0036077,Kismet,1943,143 min,7.4,Drama            ,hindi,92
tt11355176,19 Age is Nonsense,2019,110 min,-,Drama            ,kannada,-
tt4887400,32aam Adhyayam 23aam Vaakyam,2015,116 min,5.6,"Mystery, Thriller            ",malayalam,173
tt7601614,Mana Huncha Khina Sawule Chuti Dinna Aama,2018 Video,-,-,"Short, Family, Music            ",nepali,-
tt2746606,Khoon Da Rishta,1971,-,-,-,punjabi,-
tt0373950,Kadardaan,1991,-,-,-,hindi,-
tt0240787,Panimudakku,1972,120 min,-,-,malayalam,-
tt8536952,Erao Manush,1972,-,-,"Drama, Family            ",bengali,-
tt0050829,Paying Guest,1957,157 min,7.1,"Comedy, Crime, Drama            ",oriya,225
tt1521036,Moyna,1978,128 min,-,Drama            ,bengali,-
tt3916116,Change,II 2014,45 min,-,"Comedy, Drama            ",urdu,-
tt8569206,Little Baby,2019,105 min,8.7,Family            ,hindi,1426
tt0382549,Asseri Havis,1936,-,-,-,hindi,-
tt10467800,Aleesha,2004,-,-,Drama            ,kashmiri,-
tt1350908,Bandhan,1964,-,-,-,urdu,-
tt1582546,Maryada Ramanna,2010,125 min,7.4,"Action, Comedy, Drama            ",telugu,2468
tt0286936,Salaakhen,1998,165 min,5.4,"Action, Drama            ",hindi,410
tt3697342,Zalim Jadugar,1960,-,-,Fantasy            ,hindi,-
tt1519400,Swayamsiddha,1975,119 min,7.1,Drama            ,bengali,13
tt12753404,Preethiya Rayabhari,2018,-,-,Drama            ,kannada,-
tt2710344,Aval Sumangalithan,1985,136 min,5.6,Drama            ,tamil,8
tt4335698,Honour Killing,2015,-,3.6,"Drama, Romance            ",hindi,7
-,Triangle Love,,-,-,"Drama, Romance            ",hindi,-
tt9230252,Noolu,2018,-,-,"Short, Drama            ",malayalam,-
tt7222514,Kuheli,2016,-,-,Thriller            ,bengali,-
tt0330494,John Jaffer Janardhanan,1982,-,6,"Action, Crime, Drama            ",malayalam,17
tt3673376,Laagi Chhoote Na,1990,-,-,Drama            ,hindi,-
-,Mdhuravada,,-,-,Drama            ,telugu,-
tt13282880,Mana Mechhida Bangaru,2015,153 min,-,Drama            ,kannada,-
tt0082644,Laawaris,1981,189 min,7.1,"Drama, Action, Musical            ",hindi,2213
tt13637912,Jaanmoni Part 2,2011,65 min,-,Romance            ,assamese,-
tt6911890,Kaari,2017,-,-,"Short, Crime            ",urdu,-
tt6792546,Simhada Mari,1997,-,7.3,"Action, Drama            ",kannada,7
tt1868033,Kings of Devon,2010,107 min,-,Thriller            ,bengali,-
tt0340091,Ek Baar Kaho,1980,142 min,7.1,"Drama, Family, Romance            ",hindi,40
tt4177040,Baankey Ki Crazy Baraat,2015,138 min,6.2,Comedy            ,hindi,335
tt1503131,Kurumbu,2003,-,2.8,Comedy            ,tamil,38
tt5110404,Lucknow Wale Lateefullah,2015 TV Movie,75 min,8.9,"Comedy, Family, Romance            ",urdu,20
tt6223598,Mayer Achol,1984,-,-,Family            ,bengali,-
tt3169676,Meinu Ek Ladki Chaahiye,2014,-,2.9,"Comedy, Crime, Drama            ",hindi,11
tt4517110,Shakthi Yukthi,1992,102 min,-,-,kannada,-
tt9447410,Vilayati Babu,1940,-,-,Drama            ,hindi,-
tt4002212,Garam Raatien,2003,-,-,Thriller            ,hindi,-
tt10136880,Valiyaperunnal,2019,188 min,4.9,"Drama, Thriller            ",malayalam,295
tt1234736,Sukumari,1929,40 min,-,Short            ,urdu,-
tt2699840,John Day,2013,138 min,5.6,"Action, Crime, Drama            ",hindi,828
tt0405290,Sandesha,1940,-,-,-,hindi,-
tt0262877,Vishwanatha Nayakudu,1987,154 min,7.7,"Action, Drama, History            ",telugu,67
tt0845554,Yanda Kartavya Aahe,2006,147 min,6.5,"Comedy, Romance            ",marathi,124
tt7622556,Project Peshawar,2017,-,-,"Crime, Thriller            ",urdu,-
tt8862748,Varam,2004,125 min,-,Drama            ,telugu,-
tt0281567,Allahu Akbar,1977,141 min,6.2,"Comedy, Musical, Romance            ",malayalam,15
tt0421562,Aethiree,2004,157 min,5.3,Comedy            ,tamil,174
tt0405722,Baaja,2001,79 min,6.6,Family            ,hindi,8
tt0231155,Anokha,1975,132 min,4.9,"Action, Comedy, Crime            ",hindi,18
tt0156745,Loafer,1973,138 min,6.5,"Romance, Thriller            ",hindi,152
tt3713600,Gupt Sandesh,1998,88 min,-,Drama            ,hindi,-
tt14152778,Gajab Hera Pheri,2015,-,-,Comedy            ,marathi,-
tt4417696,Aarya,1992,-,-,Romance            ,hindi,-
tt0350806,Dharma Chakram,1980,-,8.4,Drama            ,telugu,32
tt1185412,Veer,2010,169 min,4.5,"Action, Adventure, Drama            ",hindi,7300
tt0216285,Tilottama,1978,-,-,Romance            ,bengali,-
tt11231004,Ekda Kaay Zhala,2020,-,-,Drama            ,marathi,-
tt1590083,Kalankini Nayika,1988,-,-,Drama            ,bengali,-
tt4318010,Vandae Maatharam,2010,128 min,5.5,Action            ,tamil,59
tt6143530,Laiye Tod Nibhaiye,1966,-,-,Drama            ,punjabi,-
tt0266498,Ee Ganam Marakkumo,1978,-,-,-,malayalam,-
tt8768852,Notebook,2013,-,-,Romance            ,nepali,-
tt7786264,Shatru Gate,2018,138 min,5.9,"Comedy, Drama            ",nepali,131
tt0366201,Aval Yar,1959,-,-,-,tamil,-
tt0231872,Kappu Bilupu,1969,143 min,-,Drama            ,kannada,-
tt4763290,Shahi Lutera,1965,-,-,Action            ,hindi,-
tt11354380,Mookajjiya Kanasugalu,2019,133 min,8.9,Drama            ,kannada,18
tt5128328,Naanum Rowdy Thaan,2015,139 min,7.3,"Action, Comedy, Romance            ",tamil,3739
tt8136908,Halkaa,2018,114 min,7.2,"Drama, Family            ",hindi,367
tt9892338,No Dorai,2019,150 min,7.2,Drama            ,bengali,353
tt5885102,48 Hours with Zublee and Her Band,2016,12 min,-,"Documentary, Short            ",assamese,-
tt0273096,Asuravamsam,1997,-,6,Action            ,malayalam,22
tt11603728,Kidnap,I 2020,-,-,Thriller            ,kannada,-
tt4265964,Badshahi Angti,2014,109 min,6.6,"Adventure, Mystery, Thriller            ",bengali,977
tt9165458,Seven,I 2019,117 min,5.2,Thriller            ,telugu,383
tt10487032,Mr. Paanwala,2019,-,-,Comedy            ,hindi,-
tt0259571,Shaque,1976,-,7,Drama            ,hindi,48
tt13045474,Guru Sukran,2015,113 min,-,Drama            ,tamil,-
tt1579698,Samsara Veena,1991,-,-,Drama            ,telugu,-
tt0292323,Vazhiyorakkazhchakal,1987,134 min,6.2,"Action, Drama            ",malayalam,89
tt5299266,Smart Boys,2016,-,-,Romance            ,malayalam,-
tt10337582,6 Hours,II 2020,-,-,Thriller            ,malayalam,-
tt2707946,Socha Na Tha,1989,-,-,Romance            ,hindi,-
tt4882740,Pyaasa Nasha,2005,-,-,Thriller            ,hindi,-
tt1912483,The Camp,2010,-,6,"Adventure, Drama            ",hindi,11
tt4981830,Langto: The Film,2015,120 min,7.1,Thriller            ,bengali,44
tt9460560,Charanti,2018,-,-,Drama            ,kannada,-
tt8209022,Neethana Avan,2010,-,-,Drama            ,tamil,-
tt2773362,Phir Wohi Awaaz,1998,135 min,-,Mystery            ,hindi,-
tt6233482,Dushmon Khotom,2006,-,-,Action            ,bengali,-
tt5713022,Minnal Veeran,1954,-,-,-,tamil,-
tt0212913,Dhamki,1945,-,-,-,hindi,-
tt4882648,The Real Dream Girl,2005,-,-,Thriller            ,hindi,-
tt0279171,Kazhugu,1981,139 min,6.7,"Action, Thriller            ",tamil,107
tt0461125,Amar Joshi Shahid Ho Gaya,2005,-,6.2,Comedy            ,hindi,15
tt2378298,Kadhal Mannan,1998,135 min,7.1,"Drama, Romance            ",tamil,663
tt0249901,Puttadi Bomma,1983,-,5.3,"Drama, Family            ",telugu,12
tt7382730,Luca,2019,151 min,7.4,"Drama, Mystery, Romance            ",malayalam,1414
tt1623662,Ghalib,1961,-,8.1,Drama            ,urdu,9
tt0267363,Chandni Bar,2001,150 min,7.6,"Crime, Drama            ",hindi,2463
tt0156659,Jurm,1990,103 min,5.7,"Action, Crime, Romance            ",hindi,128
tt0416280,Uuf Kya Jaadoo Mohabbat Hai...,2004,134 min,4.9,"Comedy, Romance            ",hindi,41
tt0316098,Kawmaram,2001,-,-,-,malayalam,-
tt0376679,Jadui Bandhan,1941,-,-,"Fantasy, Sci-Fi            ",hindi,-
tt7038708,Lekhirahada,2014,3 min,-,Short            ,nepali,-
tt8566864,Na Band Na Baraati,2018,134 min,4.9,Comedy            ,urdu,102
tt4766332,Lal E Yaman,1956,-,-,Drama            ,hindi,-
tt13683556,Prathi Gnayiru 9.30 to 10.00,2006,135 min,-,Drama            ,tamil,-
tt13194344,Nain Abidi: Daughter of Pakistan - Women Cricket,2017 TV Special,2 min,-,"Short, Action            ",urdu,-
tt0264419,Bhasmasur Mohini,1932,-,-,-,hindi,-
tt5216486,Dharti Kahe Pukar Ke,2006,-,6.1,Action            ,bhojpuri,15
tt4966052,The Great Supremo,2002,124 min,-,Action            ,hindi,-
-,Indian 2,,-,-,"Action, Drama, Thriller            ",tamil,-
tt0157460,Chitchor,1976,105 min,7.5,"Drama, Romance            ",hindi,608
tt10948314,Teri Meri Jodi,2019,146 min,6.8,Drama            ,punjabi,24
tt13881514,Arrangement Kalyanam,2019,19 min,8,"Short, Comedy            ",malayalam,11
tt10574498,Shantilal O Projapoti Rohoshyo,2019,103 min,5.9,Thriller            ,bengali,214
